author,publication,title,content
CNN_Author_1,CNN,Sample Title 198 by CNN_Author_1,The issue of election continues to make headlines. The recent election has sparked debate in the media. Many people are concerned about president and its effects.
CNN_Author_1,CNN,Sample Title 199 by CNN_Author_1,Experts discussed how president impacts society today. Experts discussed how president impacts society today. The recent election has sparked debate in the media.
CNN_Author_1,CNN,Sample Title 200 by CNN_Author_1,The issue of election continues to make headlines. The recent election has sparked debate in the media. A new report on government was published yesterday.
CNN_Author_1,CNN,Sample Title 201 by CNN_Author_1,A new report on government was published yesterday. Experts discussed how president impacts society today. Many people are concerned about president and its effects.
CNN_Author_1,CNN,Sample Title 202 by CNN_Author_1,The recent election has sparked debate in the media. Many people are concerned about president and its effects. The issue of election continues to make headlines.
CNN_Author_1,CNN,Sample Title 203 by CNN_Author_1,The issue of election continues to make headlines. Experts discussed how president impacts society today. Experts discussed how president impacts society today.
CNN_Author_1,CNN,Sample Title 204 by CNN_Author_1,Experts discussed how president impacts society today. The issue of election continues to make headlines. Experts discussed how president impacts society today.
CNN_Author_1,CNN,Sample Title 205 by CNN_Author_1,A new report on government was published yesterday. Many people are concerned about president and its effects. The issue of election continues to make headlines.
CNN_Author_1,CNN,Sample Title 206 by CNN_Author_1,The recent election has sparked debate in the media. A new report on government was published yesterday. The recent election has sparked debate in the media.
CNN_Author_1,CNN,Sample Title 207 by CNN_Author_1,Experts discussed how president impacts society today. A new report on government was published yesterday. Many people are concerned about president and its effects.
CNN_Author_1,CNN,Sample Title 208 by CNN_Author_1,Many people are concerned about president and its effects. A new report on government was published yesterday. The issue of election continues to make headlines.
CNN_Author_1,CNN,Sample Title 209 by CNN_Author_1,Many people are concerned about president and its effects. A new report on government was published yesterday. The recent election has sparked debate in the media.
CNN_Author_1,CNN,Sample Title 210 by CNN_Author_1,The recent election has sparked debate in the media. The recent election has sparked debate in the media. Many people are concerned about president and its effects.
CNN_Author_1,CNN,Sample Title 211 by CNN_Author_1,Many people are concerned about president and its effects. The recent election has sparked debate in the media. A new report on government was published yesterday.
CNN_Author_1,CNN,Sample Title 212 by CNN_Author_1,Many people are concerned about president and its effects. Experts discussed how president impacts society today. A new report on government was published yesterday.
CNN_Author_1,CNN,Sample Title 213 by CNN_Author_1,The recent election has sparked debate in the media. The issue of election continues to make headlines. The recent election has sparked debate in the media.
CNN_Author_1,CNN,Sample Title 214 by CNN_Author_1,Experts discussed how president impacts society today. Experts discussed how president impacts society today. Experts discussed how president impacts society today.
CNN_Author_1,CNN,Sample Title 215 by CNN_Author_1,A new report on government was published yesterday. Many people are concerned about president and its effects. Many people are concerned about president and its effects.
CNN_Author_1,CNN,Sample Title 216 by CNN_Author_1,Experts discussed how president impacts society today. The recent election has sparked debate in the media. The recent election has sparked debate in the media.
CNN_Author_1,CNN,Sample Title 217 by CNN_Author_1,Many people are concerned about president and its effects. The recent election has sparked debate in the media. The issue of election continues to make headlines.
